"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"202821_s_at" 2.40580729362745 9.54140891209529 4.86317636702193 2.00995940126504e-05 0.000940881113086583 2.71059390639959
"205511_at" 2.21126508659453 9.72354994391274 4.86310418484536 2.01041167944164e-05 0.000940881113086583 2.71038051465563
"217893_s_at" 2.49463663552108 9.08461965805155 4.84538061329306 2.12456529591812e-05 0.000973846524633087 2.65800412654096
"218318_s_at" 2.20342131199338 9.68684535947569 4.84354952462266 2.13671808853696e-05 0.000977204980707026 2.65259517925061
"221770_at" 3.22465145039191 8.50122891662526 4.84008006312982 2.15993342038368e-05 0.000983984392758428 2.64234772590437
"211944_at" -3.28765304412192 8.13385264712723 -4.83145247101086 2.21875015343617e-05 0.00100461579609955 2.616871804928
"214814_at" 2.28459157091853 8.47580616336876 4.82077791749965 2.2937167486163e-05 0.00102399054126103 2.58536480092963
"209511_at" 2.5445071189749 8.44428211083706 4.81099879575424 2.36458924206818e-05 0.00104784415907354 2.5565137799608
"201420_s_at" -2.14228578308385 8.92170812052556 -4.78715071338287 2.54662554962384e-05 0.00109519647430445 2.486208679995
"205369_x_at" 2.19872664869704 9.32539262111658 4.76557447902029 2.72321057396812e-05 0.00115772828160855 2.42266733992478
"217576_x_at" 2.39437005362672 9.52086878076188 4.7513641361647 2.84606117490406e-05 0.00120535560443608 2.38085346451413
"208443_x_at" 2.57768999822055 8.88731455196031 4.74950933189564 2.86249473980169e-05 0.00120772339618489 2.37539779810526
"212332_at" -2.3491041986016 7.74473815606048 -4.74229006174991 2.92735421517441e-05 0.00122811054334162 2.35416787842737
"212643_at" 2.74511976816949 9.4225314210682 4.73715920892034 2.97433078981435e-05 0.00123617848889355 2.33908392843709
"213069_at" -2.1460067646259 9.24650288265574 -4.73069663368972 3.03456039366822e-05 0.00124842215866542 2.32009026726292
"205945_at" 2.82771445551522 9.15842269517241 4.73039355037868 3.03741441844351e-05 0.00124842215866542 2.31919964546898
"211849_s_at" 2.08091433159131 9.44797806120376 4.72223095163691 3.11528306192173e-05 0.00126872323163492 2.29521852707574
"208499_s_at" 2.16058935842872 9.49475422341742 4.71996226166918 3.13727336535073e-05 0.00127255117378045 2.28855499630796
"205787_x_at" 2.02081639627424 9.57888456382284 4.71857318162156 3.15081319233234e-05 0.00127255117378045 2.28447540008239
"210236_at" 2.64595946721106 8.81632709672136 4.7061497293993 3.27450147995468e-05 0.00131315776924444 2.2480014552881
"213494_s_at" 2.05023742286322 9.46576247497165 4.70420046755775 3.29433842969102e-05 0.00131755793892687 2.24228068935726
"205010_at" 2.62438372567604 8.94721250535654 4.70198549738885 3.31702334128504e-05 0.00132425320741589 2.23578079530203
"217778_at" -2.91385816979304 9.04305808364619 -4.67841204120365 3.56820931174952e-05 0.00139137977598597 2.1666492269491
"203760_s_at" 2.21086293148861 9.62819766671602 4.66467643794327 3.72312399799054e-05 0.00142508648287346 2.12640698186277
"217717_s_at" 2.42033291551769 9.03774870844966 4.66072704742799 3.76888136303921e-05 0.00143520290810982 2.11484151634503
"212808_at" 2.41475723396435 9.30666205392668 4.6499357037746 3.89675552299789e-05 0.00146387896772047 2.08325229146766
"215454_x_at" 2.25203035485262 8.80572461078274 4.64789794133044 3.92137806452238e-05 0.0014677625726553 2.07728924067919
"216974_at" 2.27486187337296 8.68874568917676 4.63702147719876 4.05541653542099e-05 0.00150070621527531 2.04547277303885
"205702_at" -2.9046907513882 9.07565110192172 -4.61969422531189 4.27833619174895e-05 0.00155285734785313 1.99482489950767
"220687_at" 2.85820618664005 8.51994781377825 4.60556089998989 4.46907012836624e-05 0.00161096238267985 1.95354874705371
"209795_at" -2.30447790582504 8.6300422638132 -4.5927099158604 4.64975546483397e-05 0.00165467416118381 1.91604599351384
"209257_s_at" 2.06306957411081 9.91164130868238 4.58823764707915 4.71430832170384e-05 0.00166435255915367 1.90300106385667
"219996_at" 2.23340007496989 9.42459438953274 4.57697897547595 4.88074973548344e-05 0.00170420786610289 1.87017598674191
"203093_s_at" -2.43336789470461 8.74115105186253 -4.570785906415 4.97475739190328e-05 0.00172890281465568 1.85212893397052
"201456_s_at" 2.63522402543635 8.69008226146727 4.56816387339408 5.0150936333006e-05 0.001740206244066 1.84449009186703
"212940_at" -2.1361807218229 9.34833205218361 -4.54772334552867 5.34077733129613e-05 0.00182759595405966 1.78498032524725
"207735_at" 2.00988197611595 9.30857626361652 4.53393565534885 5.57212571894375e-05 0.00188934923349939 1.74488008605855
"208199_s_at" -2.85209652960225 7.51368259650355 -4.52992585085659 5.64123930084428e-05 0.00189980953462833 1.73322416630998
"216940_x_at" 2.48563325376281 7.93774488303813 4.52967354598325 5.64561615982384e-05 0.00189980953462833 1.73249084707867
"202692_s_at" -2.31424879583772 8.15822749391608 -4.52683383919542 5.69510898658535e-05 0.00191069191105665 1.72423806692755
"203054_s_at" -2.28655761825624 9.16678410168337 -4.52567772109888 5.71538084907553e-05 0.00191460961165197 1.72087855369224
"203111_s_at" -2.59284481417724 7.83341097975755 -4.50614112629174 6.06887613105911e-05 0.0019952065093899 1.66414389731042
"AFFX-HUMRGE/M10098_M_at" 2.00728399464507 8.84709394484251 4.48960343575901 6.38484701045988e-05 0.00207120657118892 1.61617168567247
"211526_s_at" 2.25571056314278 8.67327578878278 4.47688250949357 6.63884909284122e-05 0.00211700353186385 1.57930499269667
"206809_s_at" -3.02605766450898 7.69972805845362 -4.4682501445051 6.8168443568459e-05 0.0021529460137565 1.55430441065488
"218135_at" 2.05336207110788 9.29952091009286 4.45861334133547 7.02109438018238e-05 0.00219349889347871 1.52641121436691
"219341_at" 2.14982107293799 9.23600264962969 4.45338705918281 7.13436724008431e-05 0.00220293906100046 1.51129130864532
"219334_s_at" 2.21776526860247 9.35677355443771 4.44624472872508 7.29207637873538e-05 0.0022375424998497 1.49063650985803
"204644_at" 2.20823158057394 9.40558381552562 4.43860230908461 7.46462155508745e-05 0.00228419470305883 1.4685462341236
"206055_s_at" 2.81628595086627 9.1469216995118 4.42175265139457 7.85933324887822e-05 0.00235960063052911 1.4198821382756
"206220_s_at" -2.13011047165752 8.39369372915883 -4.42090110242731 7.87981629893893e-05 0.0023625661869645 1.41742420426634
"215123_at" 2.76207072298844 8.93939654969525 4.41838955040701 7.94053464984675e-05 0.00237437973684075 1.41017561257155
"219649_at" -2.4149357818678 8.04335470318409 -4.39779240219642 8.45612525854951e-05 0.00246890042443915 1.35077670994442
"220836_at" 2.07587137440747 9.5956567388442 4.39308605889921 8.57847033402852e-05 0.00249807298864253 1.33721610207588
"210666_at" -3.11185638162041 8.06522227146239 -4.38868300531569 8.6945033233375e-05 0.00252686394272034 1.324533364781
"208264_s_at" -2.22200338255947 8.7639871085144 -4.38311964733666 8.84331825676704e-05 0.00253869330935566 1.30851397473621
"210160_at" 2.12482028983321 9.27565877588193 4.37764336729282 8.99224412733336e-05 0.00255510487786486 1.29275138386535
"200928_s_at" 2.03442348786031 9.69460150303297 4.37665399405064 9.01941108457412e-05 0.0025595594997587 1.28990427594133
"209939_x_at" 2.67613456851427 8.76622834512676 4.36773844593956 9.26788155586216e-05 0.00260353842900304 1.26425703226499
"211082_x_at" 2.2967553172677 8.79251950549266 4.36015047579153 9.48463348308025e-05 0.00263452843020672 1.24244153624813
"209277_at" 2.00863489317966 9.41959659410729 4.34006895292617 0.000100825438529236 0.00273035399386598 1.18476397505646
"212487_at" -2.34990564638695 8.04845645466051 -4.33999069718742 0.000100849446574407 0.00273035399386598 1.18453937442424
"210663_s_at" 2.01099431936544 9.18722867369162 4.33951164888039 0.000100996535834275 0.00273046095725745 1.18316449278069
"212019_at" 2.05969080919103 9.41966171491419 4.32375730920143 0.000105952783392275 0.00283010810027543 1.13797584334631
"209825_s_at" -2.12229902005511 8.50065483978848 -4.32133417229744 0.000106735953422995 0.00284761297533419 1.13103011463246
"207332_s_at" -2.20479359966736 8.80957693525968 -4.31830595289276 0.00010772266919138 0.00286707037225373 1.12235171002866
"218711_s_at" 2.01276244826809 9.00821637365716 4.30808856836393 0.000111118326124224 0.00291221523655215 1.09308464623871
"201294_s_at" 2.0343626879333 9.54331429190715 4.30316963221816 0.000112790279549531 0.00295256058463562 1.07900260278584
"50314_i_at" -2.06523281947824 8.55746685664008 -4.29150220310998 0.000116855248395041 0.00301643611644998 1.04562161904157
"217463_s_at" -2.31657414573935 8.79574539997662 -4.28416868351024 0.000119483360244784 0.00306298137649372 1.02465520062334
"217654_at" 2.03076274250249 9.66442712094817 4.26707881077434 0.000125834543488623 0.00317465019852329 0.975841126559344
"200842_s_at" -3.30013768227902 8.65189020299683 -4.26406908818545 0.000126986792112581 0.00318927256808565 0.967251067568622
"209364_at" 2.22060646243029 8.71449051512966 4.26210562727591 0.000127744048850067 0.00319747660250892 0.961648228764527
"201966_at" 2.05967880523782 9.69170670080343 4.2573910112702 0.000129580454649522 0.00322893041188746 0.948198320161928
"212506_at" -2.24527019871205 8.64431498862693 -4.24495859706776 0.000134547865219516 0.00333035865943907 0.912754782952541
"216778_s_at" -2.28145588311634 9.40000428012533 -4.23022404496177 0.000140676773606364 0.00344038573265504 0.870793143928921
"203882_at" -2.7827372832495 7.91769733155789 -4.22739452075341 0.000141884605061495 0.0034609153627769 0.862740752142131
"215070_x_at" 2.16674986614945 9.35395484488657 4.22180642466952 0.000144299858878984 0.00349409560461645 0.846843258086446
"201867_s_at" -2.74446193835735 8.36517930903364 -4.21745910045335 0.000146206605940376 0.00352494000057766 0.834480565727981
"209052_s_at" -2.2625481890699 8.66491415563834 -4.20392300162501 0.000152302759049578 0.00363782798016129 0.79601522011547
"201821_s_at" -2.28275005715469 9.61599201187401 -4.19791186003364 0.000155089005512074 0.00367715162897244 0.778947070551502
"210778_s_at" 2.01907580467245 9.50350711909561 4.19378678717558 0.000157029805220137 0.00370567052000953 0.767239140261803
"216189_at" 2.21009767507537 9.06687452430761 4.18772692602623 0.000159924031542396 0.00376599117406972 0.750047057894967
"204104_at" 2.07846443910581 9.01233950871469 4.1860195827898 0.000160748841808552 0.00377742821621214 0.74520481201295
"213983_s_at" 2.07796706183733 8.89704393748601 4.18492515991717 0.000161279738408507 0.00378192498160664 0.74210124875571
"206668_s_at" 2.11421603332143 9.25218728457496 4.17711229322636 0.000165119810107569 0.00385170053378672 0.719953752576617
"214924_s_at" -2.81280432863993 9.52254081074809 -4.17275933452135 0.000167297930351059 0.00389435318122313 0.707620497453733
"211792_s_at" 2.33604028948541 8.71573372006323 4.1578099749487 0.000174994154291543 0.00403973551829295 0.665298872538372
"210127_at" -2.2996011206084 8.88203584605581 -4.15398338893069 0.000177019108929698 0.00406530718953669 0.654474440662431
"204212_at" 2.87646300646549 8.32375009525883 4.14206670370959 0.000183472915762717 0.00416214474994506 0.620787902486918
"214543_x_at" 2.00521998966664 6.48852442025241 4.14060573477594 0.000184279786334015 0.00417195203268583 0.616660356567123
"211899_s_at" -2.20508145206615 8.36703689242236 -4.13606699678612 0.0001868086288444 0.00419087192826454 0.603840789111846
"208345_s_at" 2.16327065748094 9.01621689931744 4.13340468439131 0.000188307721022877 0.00421177821408295 0.596323492226399
"220483_s_at" 2.03841782313534 9.65799505645772 4.13071347813689 0.000189835018962929 0.00424167975670728 0.588726378933847
"217289_s_at" -2.00689777552601 8.65319548511396 -4.11851394632514 0.000196911453843189 0.00432404100005877 0.554310228994883
"217185_s_at" -2.18709117487395 8.36481742537824 -4.11574354910335 0.000198553968435492 0.00435281941335207 0.546499785253038
"217879_at" -2.01235572889232 9.28278180104662 -4.11427703934175 0.000199428838801198 0.00435298213356112 0.542366099456184
"215064_at" 2.17441215255295 8.8368668435455 4.11414802891966 0.000199505981881129 0.00435298213356112 0.542002480345938
"205468_s_at" -2.55698220490685 7.91995347370619 -4.10330581274539 0.000206094330999853 0.00444019672309839 0.511458275091814
"202574_s_at" -2.59581424811658 8.16018562821001 -4.09741303840863 0.000209763678276073 0.00448886211427096 0.494869781167419
"218457_s_at" 2.5606260116393 9.07941891395823 4.09599742329652 0.000210654612851896 0.00449928361505434 0.490886047543492
"216212_s_at" 2.19311593595275 9.24719323042276 4.08144332858644 0.00022003115741069 0.00463292447413794 0.449958280527687
"215285_s_at" -2.23489858634727 8.81479786122358 -4.0731401140705 0.000225561626057591 0.00473594377350138 0.426632880490013
"219248_at" -2.35616856351167 9.48727431772918 -4.06584617653947 0.000230531512932254 0.00481307452070462 0.406157346278184
"209264_s_at" -2.65344124770953 7.78582046237099 -4.05949352478901 0.000234946893417055 0.00486875529735046 0.38833537731825
"210203_at" 2.19682987650993 8.18470047135807 4.05643725778359 0.000237100403615136 0.00488611072278851 0.379764937122267
"208057_s_at" -2.26844776695193 8.89450127202154 -4.05041256015308 0.000241402024611911 0.00494729797817805 0.362877486004319
"213277_at" 2.3338027658353 9.47604935892237 4.04739502561115 0.000243585032777645 0.00496672010737492 0.354422784527466
"215069_at" 2.27103865711676 9.21497466890661 4.0261720139102 0.000259491387978507 0.00521722892599026 0.295026549348288
"207976_at" 2.43241574102307 8.90516774211079 4.00857755342446 0.000273441367038529 0.00540981645960684 0.245876116705675
"214711_at" 2.13207432213496 9.07318601240816 4.00466313415655 0.000276642853733416 0.00544899684518345 0.234952412400727
"217220_at" 2.25874993302841 8.66519985028212 3.98867339821169 0.000290103565774489 0.0056343828550639 0.190374018917481
"209892_at" -2.63984257750949 8.77012331798031 -3.98573033047872 0.000292649668953619 0.00565425557266241 0.18217651148043
"218813_s_at" -2.03414436005983 8.03743416294843 -3.95897681028033 0.000316814172413553 0.00598107569394638 0.107767588309673
"212113_at" 2.06142408975412 9.8629093947301 3.95561091924074 0.000319988479169815 0.00600032268557741 0.0984201725495542
"211249_at" -2.38179788881575 9.15403479292375 -3.94943095853777 0.000325897393523082 0.00608551235164601 0.0812660533847795
"205967_at" -2.6652713637745 8.40401874267426 -3.93977525291676 0.000335342561622892 0.00622921076755508 0.0544855602431626
"215235_at" 2.64871387576815 9.6305821429381 3.93567835130601 0.000339430058699512 0.00626469214386829 0.0431305875534047
"214359_s_at" 2.04078994014861 9.02242979100906 3.92408948978024 0.000351256285087184 0.00638471167260457 0.0110367019170008
"218992_at" -2.003677177221 9.78240151684704 -3.8997154768961 0.000377450454297442 0.00671066541930098 -0.0563384586026201
"212333_at" -2.3504556444816 8.37741877418133 -3.89475850074879 0.000383005081619975 0.00676622062113259 -0.0700196095883943
"219468_s_at" 2.2693406948151 9.51773869033519 3.87468648168282 0.000406319570204746 0.00706616146041244 -0.125344485060192
"37079_at" -2.70079122400509 8.32917175353511 -3.84397325656586 0.000444682069974516 0.00751607167892436 -0.209768875786198
"208675_s_at" -2.02765886733825 7.4935934061735 -3.82657886355268 0.000467943043641171 0.00773321007655369 -0.257456652999103
"210191_s_at" 2.49358028654308 7.48755847211622 3.77418294331801 0.000545359618006819 0.00854959620713434 -0.400540816772478
"213652_at" -2.72780897048665 7.78577261109223 -3.77232916003021 0.000548314232978791 0.00856577571393305 -0.405587464849278
"201712_s_at" -2.23937191603584 8.48949566269996 -3.73881789601544 0.000604474165771829 0.00916669230149697 -0.496628155885151
"219875_s_at" -2.03945446087393 8.74589469426044 -3.73537061054216 0.000610557279413968 0.00921370715842571 -0.505973003870665
